"Protein"	"Label"	"log2FC"	"SE"	"Tvalue"	"DF"	"pvalue"	"adj.pvalue"
"Q9WVE8"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.136180286219482	0.0877832491464531	-1.55132428502716	110	0.123696424979246	0.33989813703945
"Q9WVG6"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.0640867414346564	0.234351964872495	-0.273463640339112	13	0.788793244932556	0.899464434823821
"Q9WVJ2"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.0601864697052785	0.111674332028188	-0.538946314808374	159	0.590677705391683	0.782574153317854
"Q9WVJ3"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.104573430515111	0.422701399361157	-0.247393149568837	13	0.808468225956689	0.910903845374888
"Q9WVK4"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.0882177170074689	0.0702808974516046	-1.25521614273943	243	0.21060605603381	0.452461639085105
"Q9WVL0"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0935983259295244	0.103317271452066	0.905931066645994	95	0.367264317613067	0.623743356019376
"Q9WVQ5"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0495906728247755	0.126696863591991	0.391412000414431	30	0.698259091961077	0.847253813696434
"Q9WVR4"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.860026201861833	0.10259520378557	8.38271352001349	17	1.92073390969938e-07	1.15089568941684e-05
"Q9WVT6"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.395326033214748	0.191997544139887	2.05901609307418	13	0.0601108127650325	0.219895818246605
"Q9Z0E0"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.0542268690610788	0.0845977954369746	-0.640996243235178	351	0.521943412345586	0.739562910749544
"Q9Z0F7"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.261505247053832	0.125514156743513	2.08347212648064	70	0.0408613187772282	0.173408995697449
"Q9Z0G0"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.559066955139021	0.900394606206823	0.620913265456193	10	0.548546875407916	0.754564090962803
"Q9Z0H3"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.358682266358116	0.588482712980428	0.609503488286911	14	0.551954874451444	0.757481679553833
"Q9Z0H4"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.0883235293083952	0.111092807876741	-0.795042730456423	69	0.429315000073883	0.674235368238539
"Q9Z0H8"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.266678806899583	0.120921899376877	-2.20538056608278	110	0.0295078036388159	0.140767480241093
"Q9Z0J0"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.432330965928817	0.364905435309133	1.18477535299677	13	0.257314363745388	0.511364070049947
"Q9Z0J4"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.382369815393671	0.0904160995912639	-4.22900144025474	244	3.32167953014384e-05	0.00086063967375005
"Q9Z0N1"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0391413136436929	0.121724882370677	0.321555567615993	114	0.748378238680822	0.875554201990223
"Q9Z0P4"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.0911389701027377	0.0812127315443039	-1.12222515324483	197	0.263132641458802	0.519630419751881
"Q9Z0P5"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0747374154296193	0.107845554392864	0.693004137726092	105	0.489836965122942	0.718649957857689
"Q9Z0R4"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.106932522115917	0.0690520878958458	-1.54857768062289	168	0.123364999526606	0.339820774075688
"Q9Z0S1"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.166444788613995	0.0893040637553002	-1.86379859566152	155	0.0642415989916181	0.228571921126452
"Q9Z0S6"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.422530199365399	0.319962299962059	-1.32056245193731	15	0.206442449832437	0.447162055991558
"Q9Z0U1"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.188293031947247	0.175569897154769	1.07246763254217	21	0.295680536638109	0.553156964850664
"Q9Z0V2"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.367143286124874	0.271713830306201	1.35121309692308	34	0.185550463536301	0.425703660017373
"Q9Z0W3"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.931822613643747	0.630797654928382	1.4772131861358	12	0.165376289840699	0.399256867406235
"Q9Z0X1"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0799703361682563	0.0924823680956386	0.864709001455897	157	0.388517803332362	0.642742366914699
"Q9Z0Y1"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.132994022156837	0.130971777005971	-1.0154403123871	78	0.313035478325685	0.570607596393848
"Q9Z103"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.0224815856364085	0.285289356045013	-0.0788027494192994	13	0.938389601563423	0.969913187458774
"Q9Z110"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.078429098388005	0.119954966017694	-0.653821187998471	65	0.515533504575203	0.7342706150312
"Q9Z127"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.527559539867936	0.205529882454403	-2.56682645641553	34	0.0148370909092774	0.0870736476694393
"Q9Z130"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.240860925167385	0.0895917937615467	2.68842619457368	82	0.00869289345357127	0.0622779851164378
"Q9Z140"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0410874941814991	0.437117393766704	0.0939964750142798	14	0.92644396961415	0.96371899430882
"Q9Z1B3"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.170652681646856	0.0952732907754331	-1.79119121694976	283	0.0743311240804116	0.251122601550097
"Q9Z1D1"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0115313682734947	0.163792004659262	0.0704025101682071	32	0.944311438609814	0.973406287002518
"Q9Z1E4"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0676616856922331	0.276001745395156	0.245149484817065	15	0.809662936269089	0.910903845374888
"Q9Z1F9"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.202918986224439	0.128194470458878	-1.58289967966701	220	0.114880815567427	0.324757416280028
"Q9Z1G3"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0256769099225562	0.118676391688763	0.216360723115812	201	0.828926003954667	0.922039706141957
"Q9Z1G4"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.00733675941976764	0.108763485417364	0.067456089620647	287	0.946265586880268	0.974237100463869
"Q9Z1J3"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.277112814839454	0.245458035058268	1.12896208418548	54	0.263904347670127	0.520230240730392
"Q9Z1K5"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.306452358056262	0.458608578117649	0.668222036565671	13	0.515681403943024	0.7342706150312
"Q9Z1L5"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.0356796563684677	0.574182852698484	-0.062139884882985	11	0.951566165355336	0.977084924259383
"Q9Z1N5"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.273513689652607	0.137339025104107	-1.99152199780998	121	0.0486759052474042	0.194057996714096
"Q9Z1P6"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.340591736595742	0.0671390816211013	5.07292814217907	64	3.60022021350659e-06	0.000136333613799381
"Q9Z1Q2"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.247245615875726	0.0925236990512476	-2.6722409329828	207	0.00813471209350158	0.0601840398327954
"Q9Z1Q5"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.0416882652264822	0.0794252499068192	-0.524874209088299	114	0.600689883903426	0.787991036181732
"Q9Z1Q9"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0417199311142319	0.102038213191242	0.40886575538166	216	0.683043270750127	0.840517843806694
