"Protein"	"Label"	"log2FC"	"SE"	"Tvalue"	"DF"	"pvalue"	"adj.pvalue"
"P97372"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.36857346152255	0.234730897269998	-1.57019576804412	17	0.134794548469192	0.417070469469359
"P97379"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.267526822027261	0.188283811289521	-1.42087001635998	110	0.158183116199699	0.453922890564232
"P97384"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.596445545964865	0.391696974345766	-1.5227218616153	14	0.150092649047385	0.441845333881255
"P97390"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.0820734506209584	0.12469325356127	-0.658202815925646	86	0.512165982138417	0.793937910233462
"P97393"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.130073020616946	0.0834335675504829	-1.55900106438867	193	0.120634382965661	0.393192365794148
"P97427"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.0605388133779919	0.101722619867746	0.595136199369432	368	0.552118209664574	0.815166816839812
"P97429"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.556022614208053	0.0945195803700469	-5.8826183107374	12	7.45078837287583e-05	0.00359289653410333
"P97434"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.0868344526973537	0.132360445083198	-0.656045336223917	38	0.51574792583538	0.796953314909138
"P97445"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.0745179454286009	0.13748798062022	0.541996071892567	74	0.589449584989584	0.829551980525242
"P97447"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.171152350676447	0.108223881404266	-1.58146564746754	97	0.117026971195359	0.389602946113703
"P97449"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.926875115793173	0.269546153729913	3.43865086912689	13	0.00440301576531477	0.0621835751117815
"P97450"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.161953561627361	0.0600671747874739	-2.69620740779594	118	0.00803919146415222	0.0860343285262998
"P97461"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.186844190830068	0.184334243170501	-1.01361628537594	69	0.314307103297932	0.635168003958264
"P97478"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.108921324558462	0.208575457075347	-0.522215442246951	27	0.605778833214012	0.835082855931551
"P97490"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	1.2864825646658	1.50790393614275	0.853159497651189	14	0.407930968749742	0.717575353910981
"P97493"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.796219174511029	0.215077557367319	3.7020095646298	17	0.00177009302454323	0.0344618110879998
"P97494"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.0909749268222752	0.126204758707629	0.720851794764976	30	0.476580866054877	0.769084520703234
"P97742"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.265452362184795	0.139942030497361	-1.89687373579878	49	0.0637469239037203	0.274375887448049
"P97765"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.240618322969133	0.123272096583609	1.95192853563527	42	0.0576352160567852	0.260644297285672
"P97772"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.0155597312667494	0.0566253995038508	0.274783602466085	388	0.783628750593529	0.924298912702814
"P97783"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.00615119104003121	0.423743475469503	0.0145163085595967	9	0.988734770661463	0.99683441184886
"P97797"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.193039469538088	0.127348667082106	-1.51583423651878	89	0.133105073920296	0.415033336872656
"P97798"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.558734774515731	0.319334977795131	-1.74968235040693	12	0.105676202347244	0.372733053519552
"P97807"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.238621535432543	0.0818719691825252	2.9145693918826	281	0.00384838081219918	0.0581214645101666
"P97822"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.29927712597735	0.108155942482671	-2.76708906702284	30	0.00959315179436637	0.0944514316668186
"P97823"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.247327917104136	0.151970124087799	1.62747723336229	82	0.10747248072226	0.374848348753956
"P97825"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.14669906409053	0.265451071904259	0.552640692079935	15	0.588650854095462	0.829551980525242
"P97855"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.12256097137271	0.164799044336107	0.743699527302763	27	0.463481459471175	0.761981001347562
"P97863"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.365778882704628	0.671869164194467	0.544419809983654	14	0.594718360852622	0.831117189898835
"P97868"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.679738311399464	0.393409541871084	-1.72781348456009	11	0.111953014137862	0.383489151808224
"P97930"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.0191829751202763	0.343183025509954	-0.0558972142977389	12	0.956343603997742	0.982999242090221
"P98084"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	0.362455307962959	0.177519872957118	2.0417731374251	15	0.0591690796768418	0.263110266173867
"P98191"	"WT_NT+WT_EGCG__-__TG_NT+TG_EGCG"	-0.219755229422946	0.148923473561734	-1.4756251930415	34	0.149246184769437	0.440767429586242
